experiment_family,scenario_name,condition_name,persona_name,cell_persona_design,chat_atmosphere,repeat_index,n_events,final_timestep,mean_nsb,mean_gcr,mean_ssa,mean_scm,mean_public_nsb_active,final_nsb,terminal_active_nsb,active_agents_terminal_nsb,terminal_all_agents_nsb,entry_all_agents_nsb,delta_all_agents_nsb,delta_terminal_minus_entry,public_thread_negative_share,terminal_active_agents_nsb,terminal_inactive_agents_nsb,entry_all_agents_latent_neg_mean,terminal_all_agents_latent_neg_mean,delta_all_agents_latent_neg_mean,entry_active_agents_latent_neg_mean,terminal_active_agents_latent_neg_mean,entry_inactive_agents_latent_neg_mean,terminal_inactive_agents_latent_neg_mean,delta_inactive_agents_latent_neg_mean,entry_all_agents_attitude_n,terminal_all_agents_attitude_n,entry_active_agents_attitude_n,terminal_active_agents_attitude_n,entry_inactive_agents_attitude_n,terminal_inactive_agents_attitude_n,terminal_panel_all_last_choice_nsb,terminal_panel_active_last_choice_nsb,terminal_panel_inactive_last_choice_nsb,terminal_panel_never_active_last_choice_nsb,terminal_panel_all_latent_neg_mean,terminal_panel_active_latent_neg_mean,terminal_panel_inactive_latent_neg_mean,terminal_panel_never_active_latent_neg_mean,terminal_panel_active_n,terminal_panel_inactive_n,terminal_panel_never_active_n,terminal_nsb_by_persona,active_count_by_persona,prototype_mean_latent_by_persona,prototype_negative_ratio_by_persona,inactive_shift,active_shift,terminal_all_agents_cb,terminal_all_agents_sb,terminal_all_agents_eb_probe,probe_n_agents,final_gcr,final_ssa,terminal_support_report_1_count,terminal_support_report_2_count,terminal_neutral_count,terminal_reply_count,terminal_post_count,terminal_like_count,terminal_repost_count,terminal_group_tendency,terminal_community_atmosphere,stop_reason,stop_timestep
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,1,48,8,0.6042,0.8063,0.2847,1.7727,0.6042,0.42,1.0,1.0,0.42,0.4383,-0.0183,-0.0183,0.5789,0.6923,0.3942,0.4901,0.4918,0.0017,,0.5872,0.4901,0.4828,-0.0073,51,84,0,22,51,62,0.4617,1.0,0.4507,0.4453,0.4935,0.6766,0.4898,0.4851,6,294,274,"{""main_baseline_neutral"": 0.4617}","{""main_baseline_neutral"": 26}","{""main_baseline_neutral"": 0.4935}","{""main_baseline_neutral"": 0.02}",-0.0441,,0.4867,1.0,0.5233,300,1.0,1.0,0,6,0,6,0,0,0,support_report_2,negative_leaning,high_consensus,8
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,2,30,5,0.9,0.9256,0.8511,0.7143,0.9,0.55,1.0,1.0,0.55,0.45,0.1,0.1,0.8966,0.9348,0.5181,0.4914,0.5139,0.0225,,0.6516,0.4914,0.5025,0.0111,40,60,0,22,40,38,0.5333,1.0,0.5238,0.5,0.5151,0.7208,0.5109,0.5035,6,294,277,"{""main_baseline_neutral"": 0.5333}","{""main_baseline_neutral"": 23}","{""main_baseline_neutral"": 0.5151}","{""main_baseline_neutral"": 0.0167}",0.0681,,0.535,1.0,0.535,300,1.0,1.0,0,6,0,2,1,3,0,support_report_2,negative_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,3,36,6,0.7778,0.8185,0.6185,0.9231,0.7778,0.5167,1.0,1.0,0.5167,0.435,0.0817,0.0817,0.7941,0.8913,0.4856,0.4895,0.5092,0.0197,,0.6399,0.4895,0.4984,0.0089,43,44,0,22,43,22,0.5283,1.0,0.5187,0.4982,0.5104,0.7204,0.5061,0.4997,6,294,277,"{""main_baseline_neutral"": 0.5283}","{""main_baseline_neutral"": 23}","{""main_baseline_neutral"": 0.5104}","{""main_baseline_neutral"": 0.0167}",0.0506,,0.5333,1.0,0.5317,300,1.0,1.0,0,6,0,2,1,3,0,support_report_2,negative_leaning,high_consensus,6
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,4,30,5,0.9,0.9256,0.8511,1.5714,0.9,0.54,1.0,1.0,0.54,0.4633,0.0767,0.0767,0.8966,0.9565,0.5054,0.4902,0.5135,0.0233,,0.6507,0.4902,0.5022,0.012,32,60,0,23,32,37,0.5367,1.0,0.5272,0.5,0.515,0.7021,0.5112,0.5034,6,294,277,"{""main_baseline_neutral"": 0.5367}","{""main_baseline_neutral"": 23}","{""main_baseline_neutral"": 0.515}","{""main_baseline_neutral"": 0.0167}",0.0421,,0.5383,1.0,0.5367,300,1.0,1.0,0,6,0,3,1,2,0,support_report_2,negative_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,5,78,13,0.7564,0.8469,0.5254,1.1373,0.7564,0.5917,1.0,1.0,0.5917,0.4483,0.1434,0.1434,0.7258,0.8148,0.5696,0.4911,0.5259,0.0348,,0.6811,0.4911,0.5106,0.0195,41,75,0,23,41,52,0.5617,1.0,0.5527,0.5348,0.5257,0.908,0.5179,0.5096,6,294,273,"{""main_baseline_neutral"": 0.5617}","{""main_baseline_neutral"": 27}","{""main_baseline_neutral"": 0.5257}","{""main_baseline_neutral"": 0.0333}",0.1213,,0.5433,1.0,0.5267,300,1.0,1.0,0,4,0,2,1,1,0,support_report_2,negative_leaning,high_consensus,13
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,6,36,6,0.8611,0.8574,0.6593,0.7273,0.8611,0.5317,1.0,1.0,0.5317,0.4367,0.095,0.095,0.8571,0.96,0.4927,0.4887,0.5129,0.0242,,0.6569,0.4887,0.4998,0.0111,44,41,0,25,44,16,0.5417,1.0,0.5323,0.5018,0.5127,0.6911,0.5091,0.5001,6,294,275,"{""main_baseline_neutral"": 0.5417}","{""main_baseline_neutral"": 25}","{""main_baseline_neutral"": 0.5127}","{""main_baseline_neutral"": 0.0167}",0.056,,0.54,1.0,0.535,300,1.0,1.0,0,6,0,1,3,2,0,support_report_2,negative_leaning,high_consensus,6
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,7,60,10,0.8333,0.9178,0.8357,0.9677,0.8333,0.5883,0.8333,0.8333,0.5883,0.4467,0.1416,0.1416,0.8679,0.9138,0.5535,0.4888,0.5292,0.0404,,0.707,0.4888,0.5102,0.0214,38,65,0,24,38,41,0.56,0.8333,0.5544,0.524,0.528,0.7621,0.5232,0.5093,6,294,271,"{""main_baseline_neutral"": 0.56}","{""main_baseline_neutral"": 29}","{""main_baseline_neutral"": 0.528}","{""main_baseline_neutral"": 0.0433}",0.1068,,0.5467,1.0,0.54,300,1.0,1.0,0,5,0,1,1,3,0,support_report_2,negative_leaning,high_consensus,10
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,8,90,15,0.7556,0.8771,0.633,0.9273,0.7556,0.6183,1.0,1.0,0.6183,0.435,0.1833,0.1833,0.7564,0.8,0.5943,0.4894,0.5371,0.0477,,0.6864,0.4894,0.5174,0.028,49,83,0,27,49,56,0.595,1.0,0.5867,0.5642,0.5375,0.8854,0.5304,0.5179,6,294,265,"{""main_baseline_neutral"": 0.595}","{""main_baseline_neutral"": 35}","{""main_baseline_neutral"": 0.5375}","{""main_baseline_neutral"": 0.04}",0.1593,,0.5617,1.0,0.54,300,1.0,1.0,0,5,0,4,0,1,0,support_report_2,negative_leaning,high_consensus,15
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,9,90,15,0.3889,0.7964,-0.2203,1.2931,0.3889,0.3983,0.0,0.0,0.3983,0.455,-0.0567,-0.0567,0.36,0.4375,0.3937,0.4929,0.482,-0.0109,,0.4891,0.4929,0.4811,-0.0118,39,83,0,24,39,59,0.4033,0.0,0.4116,0.4142,0.4811,0.5128,0.4805,0.4798,6,294,268,"{""main_baseline_neutral"": 0.4033}","{""main_baseline_neutral"": 32}","{""main_baseline_neutral"": 0.4811}","{""main_baseline_neutral"": 0.01}",-0.0613,,0.46,0.5,0.4983,300,1.0,-1.0,5,0,0,3,1,1,0,support_report_1,positive_leaning,max_timestep,15
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,10,30,5,0.8667,0.9172,0.8345,0.8,0.8667,0.5317,1.0,1.0,0.5317,0.44,0.0917,0.0917,0.8571,0.95,0.5018,0.4914,0.5119,0.0205,,0.67,0.4914,0.5006,0.0092,42,51,0,18,42,33,0.5283,1.0,0.5187,0.5,0.5116,0.7287,0.5072,0.5008,6,294,280,"{""main_baseline_neutral"": 0.5283}","{""main_baseline_neutral"": 20}","{""main_baseline_neutral"": 0.5116}","{""main_baseline_neutral"": 0.0233}",0.0618,,0.5317,1.0,0.53,300,1.0,1.0,0,6,0,2,4,0,0,support_report_2,negative_leaning,high_consensus,5
