experiment_family,scenario_name,condition_name,persona_name,chat_atmosphere,repeat_index,timestep,n_agents,n_active_agents,n_inactive_agents,n_public_events,n_post,n_reply,n_like,n_repost,n_observe,nsb_active,gcr_step_public,ssa_step_public,scm_step_active,positive_public_signals,negative_public_signals,visible_hyperedge_count,dominant_hyperedge_id,visible_negative_pressure,mean_latent_neg_all,mean_latent_neg_active,mean_latent_neg_inactive
main,influenza_a,high_interaction,main_baseline_neutral,none,1,1,1000,50,950,50,50,0,0,0,0,0.5,0.5,0.0,,25,25,4,seed_4,,0.4918,0.5354,0.4895
main,influenza_a,high_interaction,main_baseline_neutral,none,1,2,1000,50,950,43,21,14,8,0,7,0.68,0.7381,0.4762,,11,31,5,t1_e49,0.8,0.4997,0.5839,0.4952
main,influenza_a,high_interaction,main_baseline_neutral,none,1,3,1000,50,950,41,13,19,9,0,9,0.26,0.7073,-0.4146,0.125,29,12,3,t1_e43,0.6751028806584362,0.5019,0.4939,0.5023
main,influenza_a,high_interaction,main_baseline_neutral,none,1,4,1000,50,950,40,8,23,9,0,10,0.48,0.525,-0.05,1.6667,21,19,3,t1_e43,0.4934183673469387,0.5031,0.5928,0.4983
main,influenza_a,high_interaction,main_baseline_neutral,none,1,5,1000,50,950,43,11,21,11,0,7,0.52,0.5116,0.0233,1.087,21,22,3,t1_e43,0.5039849624060151,0.505,0.551,0.5026
main,influenza_a,high_interaction,main_baseline_neutral,none,1,6,1000,50,950,43,8,32,3,0,7,0.44,0.5366,-0.0732,0.8837,22,19,3,t1_e43,0.51126006740343,0.5061,0.5778,0.5023
main,influenza_a,high_interaction,main_baseline_neutral,none,1,7,1000,50,950,47,10,30,7,0,3,0.46,0.5319,-0.0638,1.1163,25,22,3,t1_e43,0.49398497900435057,0.507,0.6131,0.5014
main,influenza_a,high_interaction,main_baseline_neutral,none,1,8,1000,50,950,46,12,29,5,0,4,0.56,0.5333,0.0667,0.9535,21,24,3,t1_e43,0.4765906542597863,0.5083,0.6182,0.5025
main,influenza_a,high_interaction,main_baseline_neutral,none,1,9,1000,50,950,46,9,26,11,0,4,0.44,0.5217,-0.0435,0.8372,24,22,3,t1_e43,0.4767087212150906,0.5086,0.6127,0.5031
main,influenza_a,high_interaction,main_baseline_neutral,none,1,10,1000,50,950,42,3,30,9,0,8,0.4,0.5714,-0.1429,0.7907,24,18,3,t1_e43,0.4705262342474198,0.5088,0.6058,0.5037
main,influenza_a,high_interaction,main_baseline_neutral,none,1,11,1000,50,950,46,9,26,11,0,4,0.38,0.6304,-0.2609,0.9302,29,17,3,t1_e43,0.4661479535905724,0.5081,0.6343,0.5015
main,influenza_a,high_interaction,main_baseline_neutral,none,1,12,1000,50,950,44,13,19,12,0,6,0.54,0.5,0.0,0.7209,22,22,3,t1_e43,0.4565267318276539,0.5087,0.6593,0.5008
main,influenza_a,high_interaction,main_baseline_neutral,none,1,13,1000,50,950,42,10,26,6,0,8,0.5,0.5238,-0.0476,1.1395,22,20,3,t1_e43,0.45370849832470295,0.5089,0.6235,0.5028
main,influenza_a,high_interaction,main_baseline_neutral,none,1,14,1000,50,950,49,7,26,16,0,1,0.56,0.551,0.102,0.4884,22,27,3,t1_e43,0.45487495032395475,0.5096,0.6672,0.5013
main,influenza_a,high_interaction,main_baseline_neutral,none,1,15,1000,50,950,45,8,25,12,0,5,0.54,0.5333,0.0667,0.7442,21,24,3,t1_e43,0.46454090801681,0.5103,0.6433,0.5033
main,influenza_a,high_interaction,main_baseline_neutral,none,2,1,1000,50,950,50,50,0,0,0,0,0.5,0.5,0.0,,25,25,4,seed_4,,0.4927,0.5363,0.4904
main,influenza_a,high_interaction,main_baseline_neutral,none,2,2,1000,50,950,48,21,12,15,0,2,0.98,0.9792,0.9583,,1,47,5,t1_e49,0.8,0.5031,0.6309,0.4964
main,influenza_a,high_interaction,main_baseline_neutral,none,2,3,1000,50,950,48,16,24,8,0,2,0.94,0.9375,0.875,3.25,3,45,3,t1_e46,0.9315638233514821,0.5146,0.6354,0.5083
main,influenza_a,high_interaction,main_baseline_neutral,none,2,4,1000,50,950,44,11,25,8,0,6,0.98,0.9773,0.9545,2.2857,1,43,3,t1_e46,0.9141079247532566,0.5261,0.6571,0.5192
main,influenza_a,high_interaction,main_baseline_neutral,none,2,5,1000,50,950,45,11,25,9,0,5,0.96,0.9778,0.9556,0.84,1,44,3,t1_e46,0.9437279541446207,0.5373,0.6963,0.529
main,influenza_a,high_interaction,main_baseline_neutral,none,3,1,1000,50,950,50,50,0,0,0,0,0.5,0.5,0.0,,25,25,4,seed_4,,0.4924,0.5343,0.4901
main,influenza_a,high_interaction,main_baseline_neutral,none,3,2,1000,50,950,41,14,17,10,0,9,0.6,0.6098,0.2195,0.0,16,25,5,t1_e50,0.6,0.4966,0.5463,0.4939
main,influenza_a,high_interaction,main_baseline_neutral,none,3,3,1000,50,950,45,14,22,9,0,5,0.9,0.8889,0.7778,2.5714,5,40,3,t1_e49,0.6331983805668017,0.504,0.6017,0.4988
main,influenza_a,high_interaction,main_baseline_neutral,none,3,4,1000,50,950,48,10,32,6,0,2,1.0,1.0,1.0,2.6667,0,48,3,t1_e44,0.7415422885572139,0.5137,0.6389,0.5071
main,influenza_a,high_interaction,main_baseline_neutral,none,3,5,1000,50,950,43,11,19,13,0,7,0.88,0.8605,0.7209,1.875,6,37,3,t1_e49,0.8446567189925823,0.5231,0.6345,0.5173
main,influenza_a,high_interaction,main_baseline_neutral,none,3,6,1000,50,950,44,7,30,7,0,6,0.9,0.8864,0.7727,0.7907,5,39,3,t1_e49,0.837046219886763,0.532,0.7123,0.5225
