experiment_family,scenario_name,condition_name,persona_name,cell_persona_design,chat_atmosphere,repeat_index,n_events,final_timestep,mean_nsb,mean_gcr,mean_ssa,mean_scm,mean_public_nsb_active,final_nsb,terminal_active_nsb,active_agents_terminal_nsb,terminal_all_agents_nsb,entry_all_agents_nsb,delta_all_agents_nsb,delta_terminal_minus_entry,public_thread_negative_share,terminal_active_agents_nsb,terminal_inactive_agents_nsb,entry_all_agents_latent_neg_mean,terminal_all_agents_latent_neg_mean,delta_all_agents_latent_neg_mean,entry_active_agents_latent_neg_mean,terminal_active_agents_latent_neg_mean,entry_inactive_agents_latent_neg_mean,terminal_inactive_agents_latent_neg_mean,delta_inactive_agents_latent_neg_mean,entry_all_agents_attitude_n,terminal_all_agents_attitude_n,entry_active_agents_attitude_n,terminal_active_agents_attitude_n,entry_inactive_agents_attitude_n,terminal_inactive_agents_attitude_n,terminal_panel_all_last_choice_nsb,terminal_panel_active_last_choice_nsb,terminal_panel_inactive_last_choice_nsb,terminal_panel_never_active_last_choice_nsb,terminal_panel_all_latent_neg_mean,terminal_panel_active_latent_neg_mean,terminal_panel_inactive_latent_neg_mean,terminal_panel_never_active_latent_neg_mean,terminal_panel_active_n,terminal_panel_inactive_n,terminal_panel_never_active_n,terminal_nsb_by_persona,active_count_by_persona,prototype_mean_latent_by_persona,prototype_negative_ratio_by_persona,inactive_shift,active_shift,terminal_all_agents_cb,terminal_all_agents_sb,terminal_all_agents_eb_probe,probe_n_agents,final_gcr,final_ssa,terminal_support_report_1_count,terminal_support_report_2_count,terminal_neutral_count,terminal_reply_count,terminal_post_count,terminal_like_count,terminal_repost_count,terminal_group_tendency,terminal_community_atmosphere,stop_reason,stop_timestep
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,1,750,15,0.484,0.62,0.1183,0.913,0.484,0.4795,0.54,0.54,0.4795,0.4405,0.039,0.039,0.4887,0.5742,0.4469,0.49,0.5097,0.0197,,0.5659,0.49,0.4904,0.0004,139,323,0,198,139,125,0.497,0.54,0.4947,0.4745,0.5103,0.6433,0.5033,0.4907,50,950,744,"{""main_baseline_neutral"": 0.497}","{""main_baseline_neutral"": 256}","{""main_baseline_neutral"": 0.5103}","{""main_baseline_neutral"": 0.051}",0.0064,,0.5235,0.7551,0.531,1000,0.5333,0.0667,21,24,0,25,8,12,0,support_report_2,negative_leaning,max_timestep,15
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,2,250,5,0.872,0.8925,0.785,1.6809,0.872,0.626,0.96,0.96,0.626,0.4475,0.1785,0.1785,0.8681,0.9606,0.5408,0.491,0.537,0.046,,0.6532,0.491,0.5074,0.0164,131,296,0,195,131,101,0.5985,0.96,0.5795,0.5063,0.5373,0.6963,0.529,0.5077,50,950,797,"{""main_baseline_neutral"": 0.5985}","{""main_baseline_neutral"": 203}","{""main_baseline_neutral"": 0.5373}","{""main_baseline_neutral"": 0.039}",0.0933,,0.5975,1.0,0.594,1000,0.9778,0.9556,1,44,0,25,11,9,0,support_report_2,negative_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,3,500,10,0.848,0.8356,0.6664,1.2481,0.848,0.6805,0.96,0.96,0.6805,0.4415,0.239,0.239,0.8422,0.9622,0.5925,0.491,0.5664,0.0754,,0.7229,0.491,0.5176,0.0266,139,373,0,224,139,149,0.6575,0.96,0.6416,0.563,0.5667,0.8195,0.5534,0.5181,50,950,762,"{""main_baseline_neutral"": 0.6575}","{""main_baseline_neutral"": 238}","{""main_baseline_neutral"": 0.5667}","{""main_baseline_neutral"": 0.119}",0.151,,0.628,1.0,0.61,1000,0.9574,0.9149,2,45,0,34,6,7,0,support_report_2,negative_leaning,high_consensus,10
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,4,550,11,0.7018,0.8052,0.4339,1.3863,0.7018,0.552,1.0,1.0,0.552,0.447,0.105,0.105,0.7276,0.8253,0.4708,0.4899,0.5302,0.0403,,0.6493,0.4899,0.4949,0.005,140,312,0,211,140,101,0.569,1.0,0.5463,0.4922,0.5306,0.7906,0.517,0.4948,50,950,771,"{""main_baseline_neutral"": 0.569}","{""main_baseline_neutral"": 229}","{""main_baseline_neutral"": 0.5306}","{""main_baseline_neutral"": 0.086}",0.0238,,0.579,1.0,0.567,1000,1.0,1.0,0,50,0,29,16,5,0,support_report_2,negative_leaning,high_consensus,11
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,5,750,15,0.7707,0.828,0.6111,1.1549,0.7707,0.6575,0.8,0.8,0.6575,0.4465,0.211,0.211,0.7797,0.8834,0.581,0.4909,0.5657,0.0748,,0.7157,0.4909,0.515,0.0241,137,345,0,204,137,141,0.6355,0.8,0.6268,0.5602,0.5658,0.8703,0.5498,0.5151,50,950,747,"{""main_baseline_neutral"": 0.6355}","{""main_baseline_neutral"": 253}","{""main_baseline_neutral"": 0.5658}","{""main_baseline_neutral"": 0.1}",0.1345,,0.6155,1.0,0.5955,1000,0.8333,0.6667,8,40,0,25,17,6,0,support_report_2,negative_leaning,max_timestep,15
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,6,250,5,0.88,0.8814,0.7628,1.4375,0.88,0.6265,1.0,1.0,0.6265,0.4485,0.178,0.178,0.8739,0.9629,0.5414,0.4912,0.5373,0.0461,,0.6565,0.4912,0.5072,0.016,135,293,0,191,135,102,0.5995,1.0,0.5784,0.5075,0.5377,0.705,0.5289,0.5081,50,950,798,"{""main_baseline_neutral"": 0.5995}","{""main_baseline_neutral"": 202}","{""main_baseline_neutral"": 0.5377}","{""main_baseline_neutral"": 0.047}",0.0929,,0.598,1.0,0.5925,1000,1.0,1.0,0,46,0,30,7,9,0,support_report_2,negative_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,7,750,15,0.744,0.7889,0.5698,0.9773,0.744,0.651,0.88,0.88,0.651,0.4395,0.2115,0.2115,0.7511,0.8679,0.5728,0.4896,0.562,0.0724,,0.6949,0.4896,0.5141,0.0245,135,366,0,229,135,137,0.628,0.88,0.6147,0.5408,0.5621,0.8334,0.5478,0.5141,50,950,735,"{""main_baseline_neutral"": 0.628}","{""main_baseline_neutral"": 265}","{""main_baseline_neutral"": 0.5621}","{""main_baseline_neutral"": 0.093}",0.1333,,0.6115,1.0,0.6005,1000,0.875,0.75,6,42,0,33,8,7,0,support_report_2,negative_leaning,max_timestep,15
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,8,250,5,0.9,0.9052,0.8104,1.58,0.9,0.6415,1.0,1.0,0.6415,0.4325,0.209,0.209,0.8958,0.9825,0.5563,0.4884,0.5417,0.0533,,0.6691,0.4884,0.5099,0.0215,155,307,0,195,155,112,0.6105,1.0,0.59,0.5175,0.5419,0.7081,0.5332,0.5103,50,950,800,"{""main_baseline_neutral"": 0.6105}","{""main_baseline_neutral"": 200}","{""main_baseline_neutral"": 0.5419}","{""main_baseline_neutral"": 0.053}",0.1238,,0.6025,1.0,0.596,1000,1.0,1.0,0,48,0,25,12,11,0,support_report_2,negative_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,9,250,5,0.832,0.8434,0.6788,1.7708,0.832,0.612,0.96,0.96,0.612,0.4475,0.1645,0.1645,0.834,0.948,0.5269,0.4908,0.5332,0.0424,,0.6416,0.4908,0.5058,0.015,133,296,0,191,133,105,0.5955,0.96,0.5763,0.5063,0.5327,0.6853,0.5246,0.5052,50,950,798,"{""main_baseline_neutral"": 0.5955}","{""main_baseline_neutral"": 202}","{""main_baseline_neutral"": 0.5327}","{""main_baseline_neutral"": 0.033}",0.0794,,0.597,1.0,0.5925,1000,0.9592,0.9184,2,47,0,31,13,5,0,support_report_2,negative_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,10,250,5,0.9,0.9052,0.8104,1.6667,0.9,0.64,1.0,1.0,0.64,0.4375,0.2025,0.2025,0.8954,0.978,0.5528,0.4894,0.5424,0.053,,0.6655,0.4894,0.5106,0.0212,139,302,0,198,139,104,0.612,1.0,0.5916,0.5182,0.5421,0.6989,0.5339,0.5103,50,950,795,"{""main_baseline_neutral"": 0.612}","{""main_baseline_neutral"": 205}","{""main_baseline_neutral"": 0.5421}","{""main_baseline_neutral"": 0.059}",0.1153,,0.606,1.0,0.598,1000,1.0,1.0,0,46,0,21,10,15,0,support_report_2,negative_leaning,high_consensus,5
