experiment_family,scenario_name,condition_name,persona_name,cell_persona_design,chat_atmosphere,repeat_index,n_events,final_timestep,mean_nsb,mean_gcr,mean_ssa,mean_scm,mean_public_nsb_active,final_nsb,terminal_active_nsb,active_agents_terminal_nsb,terminal_all_agents_nsb,entry_all_agents_nsb,delta_all_agents_nsb,delta_terminal_minus_entry,public_thread_negative_share,terminal_active_agents_nsb,terminal_inactive_agents_nsb,entry_all_agents_latent_neg_mean,terminal_all_agents_latent_neg_mean,delta_all_agents_latent_neg_mean,entry_active_agents_latent_neg_mean,terminal_active_agents_latent_neg_mean,entry_inactive_agents_latent_neg_mean,terminal_inactive_agents_latent_neg_mean,delta_inactive_agents_latent_neg_mean,entry_all_agents_attitude_n,terminal_all_agents_attitude_n,entry_active_agents_attitude_n,terminal_active_agents_attitude_n,entry_inactive_agents_attitude_n,terminal_inactive_agents_attitude_n,terminal_panel_all_last_choice_nsb,terminal_panel_active_last_choice_nsb,terminal_panel_inactive_last_choice_nsb,terminal_panel_never_active_last_choice_nsb,terminal_panel_all_latent_neg_mean,terminal_panel_active_latent_neg_mean,terminal_panel_inactive_latent_neg_mean,terminal_panel_never_active_latent_neg_mean,terminal_panel_active_n,terminal_panel_inactive_n,terminal_panel_never_active_n,terminal_nsb_by_persona,active_count_by_persona,prototype_mean_latent_by_persona,prototype_negative_ratio_by_persona,inactive_shift,active_shift,terminal_all_agents_cb,terminal_all_agents_sb,terminal_all_agents_eb_probe,probe_n_agents,final_gcr,final_ssa,terminal_support_report_1_count,terminal_support_report_2_count,terminal_neutral_count,terminal_reply_count,terminal_post_count,terminal_like_count,terminal_repost_count,terminal_group_tendency,terminal_community_atmosphere,stop_reason,stop_timestep
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,1,105,7,0.1714,0.8042,-0.4599,0.6889,0.1714,0.3433,0.0667,0.0667,0.3433,0.4383,-0.095,-0.095,0.18,0.1417,0.3937,0.4901,0.4692,-0.0209,,0.4239,0.4901,0.4805,-0.0096,51,106,0,53,51,53,0.3583,0.0667,0.3737,0.4292,0.4709,0.4217,0.4735,0.4834,15,285,240,"{""main_baseline_neutral"": 0.3583}","{""main_baseline_neutral"": 60}","{""main_baseline_neutral"": 0.4709}","{""main_baseline_neutral"": 0.0067}",-0.0446,,0.4117,0.1667,0.4583,300,0.9286,-0.8571,13,1,0,8,6,0,0,support_report_1,positive_leaning,high_consensus,7
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,2,75,5,0.8933,0.9123,0.8246,1.3333,0.8933,0.6033,1.0,1.0,0.6033,0.45,0.1533,0.1533,0.8986,0.9825,0.5144,0.4914,0.5299,0.0385,,0.6571,0.4914,0.5001,0.0087,40,88,0,57,40,31,0.5917,1.0,0.5702,0.5,0.531,0.6838,0.523,0.5004,15,285,243,"{""main_baseline_neutral"": 0.5917}","{""main_baseline_neutral"": 57}","{""main_baseline_neutral"": 0.531}","{""main_baseline_neutral"": 0.0367}",0.0644,,0.5933,1.0,0.5917,300,1.0,1.0,0,15,0,10,0,5,0,support_report_2,negative_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,3,225,15,0.48,0.7294,0.1901,0.9671,0.48,0.3833,0.7333,0.7333,0.3833,0.435,-0.0517,-0.0517,0.493,0.4452,0.3634,0.4895,0.4915,0.002,,0.5421,0.4895,0.4752,-0.0143,43,126,0,62,43,64,0.4033,0.7333,0.386,0.3921,0.4927,0.6689,0.4835,0.4765,15,285,227,"{""main_baseline_neutral"": 0.4033}","{""main_baseline_neutral"": 73}","{""main_baseline_neutral"": 0.4927}","{""main_baseline_neutral"": 0.0567}",-0.0716,,0.4717,0.76,0.525,300,0.7333,0.4667,4,11,0,3,12,0,0,support_report_2,negative_leaning,max_timestep,15
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,4,90,6,0.8667,0.866,0.6869,1.2,0.8667,0.59,1.0,1.0,0.59,0.4633,0.1267,0.1267,0.8721,0.9462,0.4915,0.4902,0.5316,0.0414,,0.6506,0.4902,0.4987,0.0085,32,96,0,62,32,34,0.5967,1.0,0.5754,0.4979,0.5331,0.7516,0.5216,0.4996,15,285,235,"{""main_baseline_neutral"": 0.5967}","{""main_baseline_neutral"": 65}","{""main_baseline_neutral"": 0.5331}","{""main_baseline_neutral"": 0.05}",0.0282,,0.5983,1.0,0.59,300,1.0,1.0,0,15,0,8,1,6,0,support_report_2,negative_leaning,high_consensus,6
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,5,150,10,0.6067,0.8545,0.3307,1.3736,0.6067,0.4333,1.0,1.0,0.4333,0.4483,-0.015,-0.015,0.6207,0.6525,0.3797,0.4911,0.5034,0.0123,,0.5898,0.4911,0.4823,-0.0088,41,116,0,56,41,60,0.4717,1.0,0.4439,0.4253,0.503,0.7411,0.4905,0.4816,15,285,241,"{""main_baseline_neutral"": 0.4717}","{""main_baseline_neutral"": 59}","{""main_baseline_neutral"": 0.503}","{""main_baseline_neutral"": 0.0533}",-0.0686,,0.5,0.88,0.535,300,1.0,1.0,0,15,0,1,14,0,0,support_report_2,negative_leaning,high_consensus,10
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,6,225,15,0.6356,0.7508,0.434,1.2645,0.6356,0.525,0.7333,0.7333,0.525,0.4367,0.0883,0.0883,0.6456,0.7429,0.4587,0.4887,0.5295,0.0408,,0.6485,0.4887,0.4933,0.0046,44,83,0,60,44,23,0.535,0.7333,0.5246,0.4848,0.5294,0.8277,0.5137,0.4931,15,285,230,"{""main_baseline_neutral"": 0.535}","{""main_baseline_neutral"": 70}","{""main_baseline_neutral"": 0.5294}","{""main_baseline_neutral"": 0.0833}",0.022,,0.5617,0.9355,0.565,300,0.7692,0.5385,3,10,0,5,3,5,0,support_report_2,negative_leaning,max_timestep,15
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,7,135,9,0.7111,0.775,0.3386,1.5128,0.7111,0.555,1.0,1.0,0.555,0.4467,0.1083,0.1083,0.7099,0.8947,0.4753,0.4888,0.5266,0.0378,,0.6596,0.4888,0.4954,0.0066,38,81,0,53,38,28,0.565,1.0,0.5421,0.4897,0.5254,0.7716,0.5124,0.4946,15,285,243,"{""main_baseline_neutral"": 0.565}","{""main_baseline_neutral"": 57}","{""main_baseline_neutral"": 0.5254}","{""main_baseline_neutral"": 0.06}",0.0286,,0.575,1.0,0.5717,300,1.0,1.0,0,14,0,9,3,2,0,support_report_2,negative_leaning,high_consensus,9
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,8,75,5,0.88,0.8734,0.7201,1.3684,0.88,0.575,1.0,1.0,0.575,0.435,0.14,0.14,0.8732,0.9643,0.4857,0.4894,0.5271,0.0377,,0.6524,0.4894,0.4984,0.009,49,85,0,56,49,29,0.5867,1.0,0.5649,0.498,0.5275,0.6914,0.5189,0.4986,15,285,244,"{""main_baseline_neutral"": 0.5867}","{""main_baseline_neutral"": 56}","{""main_baseline_neutral"": 0.5275}","{""main_baseline_neutral"": 0.0367}",0.0507,,0.5883,1.0,0.5833,300,1.0,1.0,0,14,0,5,4,5,0,support_report_2,negative_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,9,75,5,0.8667,0.8767,0.7535,1.5333,0.8667,0.5933,1.0,1.0,0.5933,0.455,0.1383,0.1383,0.8592,0.975,0.4979,0.4929,0.5284,0.0355,,0.6444,0.4929,0.4994,0.0065,39,94,0,59,39,35,0.595,1.0,0.5737,0.5021,0.5275,0.6609,0.5205,0.4983,15,285,240,"{""main_baseline_neutral"": 0.595}","{""main_baseline_neutral"": 60}","{""main_baseline_neutral"": 0.5275}","{""main_baseline_neutral"": 0.0233}",0.0429,,0.5933,1.0,0.5917,300,1.0,1.0,0,15,0,9,1,5,0,support_report_2,negative_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,10,75,5,0.8933,0.8826,0.7385,1.55,0.8933,0.595,0.9333,0.9333,0.595,0.44,0.155,0.155,0.8904,0.9909,0.5061,0.4914,0.5324,0.041,,0.6755,0.4914,0.5003,0.0089,42,83,0,54,42,29,0.585,0.9333,0.5667,0.5,0.5322,0.6983,0.5234,0.5006,15,285,245,"{""main_baseline_neutral"": 0.585}","{""main_baseline_neutral"": 55}","{""main_baseline_neutral"": 0.5322}","{""main_baseline_neutral"": 0.0433}",0.0661,,0.5917,1.0,0.5867,300,0.9333,0.8667,1,14,0,9,3,3,0,support_report_2,negative_leaning,high_consensus,5
