experiment_family,scenario_name,condition_name,persona_name,chat_atmosphere,cell_persona_design,n_cells,mean_nsb,mean_gcr,mean_ssa,mean_final_nsb,mean_terminal_all_agents_nsb,mean_delta_all_agents_nsb,mean_terminal_active_nsb,mean_terminal_inactive_agents_nsb,mean_inactive_shift,mean_entry_all_agents_nsb,mean_delta_terminal_minus_entry,mean_active_agents_terminal_nsb,mean_public_thread_negative_share,mean_terminal_all_agents_latent_neg_mean,mean_terminal_active_agents_latent_neg_mean,mean_terminal_inactive_agents_latent_neg_mean,mean_delta_all_agents_latent_neg_mean,mean_delta_inactive_agents_latent_neg_mean,mean_terminal_panel_all_last_choice_nsb,mean_terminal_panel_active_last_choice_nsb,mean_terminal_panel_inactive_last_choice_nsb,mean_terminal_panel_never_active_last_choice_nsb,mean_terminal_panel_all_latent_neg_mean,mean_terminal_panel_active_latent_neg_mean,mean_terminal_panel_inactive_latent_neg_mean,mean_terminal_panel_never_active_latent_neg_mean,mean_terminal_nsb_by_persona,mean_active_count_by_persona,mean_prototype_latent_by_persona,mean_prototype_negative_ratio_by_persona,mean_final_gcr,mean_final_ssa,mean_final_timestep,stop_reason_counts
main,influenza_a,high_interaction,main_baseline_neutral,none,single_persona,30,0.7093,0.8348,0.4341,0.5514,0.5514,0.107,0.8022,0.5005,0.056,0.4444,0.107,0.8022,0.7121,0.5209,0.6045,0.5006,0.0306,0.0103,0.5454,0.8022,0.5319,0.4942,0.521,0.6578,0.5139,0.5007,"{""main_baseline_neutral"": 0.5454}","{""main_baseline_neutral"": 58.2333}","{""main_baseline_neutral"": 0.521}","{""main_baseline_neutral"": 0.0474}",0.9311,0.6044,5.0,discussion_stalled:15; high_consensus:15
main,mycoplasma_pneumonia,high_interaction,main_baseline_neutral,none,single_persona,30,0.4951,0.7182,0.1234,0.4785,0.4785,0.0359,0.5556,0.4552,0.0125,0.4427,0.0359,0.5556,0.5027,0.502,0.5427,0.4923,0.0121,0.0024,0.4928,0.5556,0.4895,0.4773,0.5019,0.5696,0.4983,0.4922,"{""main_baseline_neutral"": 0.4928}","{""main_baseline_neutral"": 56.8667}","{""main_baseline_neutral"": 0.5019}","{""main_baseline_neutral"": 0.0254}",0.7179,0.1063,5.0,discussion_stalled:27; high_consensus:3
