experiment_family,scenario_name,condition_name,persona_name,agent_persona_name,chat_atmosphere,repeat_index,phase,timestep,agent_id,was_ever_active,active_count,visible_hyperedge_ids,dominant_hyperedge_id,visible_negative_pressure,latent_neg_tendency,final_choice,credible_choice,share_choice,comment_choice,nsb,cb,sb,eb_probe,probe_mode,reason
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_022,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4873,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_023,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5056,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_024,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5303,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_025,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4832,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_026,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.454,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_027,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5223,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_028,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.497,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_029,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4704,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_030,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5352,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_031,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4695,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_032,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5302,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_033,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4815,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_034,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4781,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_035,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4881,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_036,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4945,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_037,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4878,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_038,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.447,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_039,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5151,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_040,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4456,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_041,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4785,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_042,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4805,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_043,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4455,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_044,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5283,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_045,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4782,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_046,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4962,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_047,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4761,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_048,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5008,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_049,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4989,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_050,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4927,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_051,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5347,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_052,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4748,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_053,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4835,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_054,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.513,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_055,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4795,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_056,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.479,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_057,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5314,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_058,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5198,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_059,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5238,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_060,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4902,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_061,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4546,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_062,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4917,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_063,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5017,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_064,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4399,positive,positive,none,neutral,0.0,0.0,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_065,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5072,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_066,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4865,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_067,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5214,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_068,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4593,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_069,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.504,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_070,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4608,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_071,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4851,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_072,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5135,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_073,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.481,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_074,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5194,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_075,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5053,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_076,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4941,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_077,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4909,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_078,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5416,negative,neutral,none,neutral,1.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_079,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4542,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_080,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.451,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_081,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5419,negative,neutral,none,neutral,1.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_082,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5048,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_083,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4595,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_084,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4729,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_085,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4749,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_086,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5115,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_087,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4944,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_088,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4971,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_089,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4985,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_090,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4695,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_091,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5133,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_092,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4896,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_093,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4814,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_094,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4989,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_095,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4546,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_096,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4956,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_097,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4594,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_098,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5062,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_099,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5264,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_100,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.465,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_101,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4929,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_102,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4695,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_103,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5108,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_104,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5076,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_105,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4764,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_106,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5183,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_107,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4754,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_108,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5116,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_109,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4511,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_110,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5127,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_111,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4535,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_112,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4605,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_113,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5009,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_114,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4653,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_115,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4782,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_116,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4702,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_117,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4819,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_118,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4488,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_119,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4886,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_120,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4559,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_121,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.488,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_122,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5263,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_123,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.5231,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_124,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.486,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_125,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4444,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_126,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4942,neutral,neutral,none,neutral,0.5,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,10,entry,0,agent_127,False,0,seed_1|seed_2|seed_3|seed_4,seed_4,,0.4564,positive,neutral,none,neutral,0.0,0.5,,0.5,rule,rule_probe_from_visible_hyperedges
