experiment_family,scenario_name,condition_name,persona_name,cell_persona_design,chat_atmosphere,repeat_index,n_events,final_timestep,mean_nsb,mean_gcr,mean_ssa,mean_scm,mean_public_nsb_active,final_nsb,terminal_active_nsb,active_agents_terminal_nsb,terminal_all_agents_nsb,entry_all_agents_nsb,delta_all_agents_nsb,delta_terminal_minus_entry,public_thread_negative_share,terminal_active_agents_nsb,terminal_inactive_agents_nsb,entry_all_agents_latent_neg_mean,terminal_all_agents_latent_neg_mean,delta_all_agents_latent_neg_mean,entry_active_agents_latent_neg_mean,terminal_active_agents_latent_neg_mean,entry_inactive_agents_latent_neg_mean,terminal_inactive_agents_latent_neg_mean,delta_inactive_agents_latent_neg_mean,entry_all_agents_attitude_n,terminal_all_agents_attitude_n,entry_active_agents_attitude_n,terminal_active_agents_attitude_n,entry_inactive_agents_attitude_n,terminal_inactive_agents_attitude_n,terminal_panel_all_last_choice_nsb,terminal_panel_active_last_choice_nsb,terminal_panel_inactive_last_choice_nsb,terminal_panel_never_active_last_choice_nsb,terminal_panel_all_latent_neg_mean,terminal_panel_active_latent_neg_mean,terminal_panel_inactive_latent_neg_mean,terminal_panel_never_active_latent_neg_mean,terminal_panel_active_n,terminal_panel_inactive_n,terminal_panel_never_active_n,terminal_nsb_by_persona,active_count_by_persona,prototype_mean_latent_by_persona,prototype_negative_ratio_by_persona,inactive_shift,active_shift,terminal_all_agents_cb,terminal_all_agents_sb,terminal_all_agents_eb_probe,probe_n_agents,final_gcr,final_ssa,terminal_support_report_1_count,terminal_support_report_2_count,terminal_neutral_count,terminal_reply_count,terminal_post_count,terminal_like_count,terminal_repost_count,terminal_group_tendency,terminal_community_atmosphere,stop_reason,stop_timestep
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,1,75,5,0.8133,0.8208,0.615,1.4706,0.8133,0.5383,0.9333,0.9333,0.5383,0.4383,0.1,0.1,0.8507,0.9224,0.4463,0.4901,0.5174,0.0273,,0.63,0.4901,0.4904,0.0003,51,85,0,53,51,32,0.56,0.9333,0.5404,0.4814,0.5191,0.6659,0.5114,0.4926,15,285,242,"{""main_baseline_neutral"": 0.56}","{""main_baseline_neutral"": 58}","{""main_baseline_neutral"": 0.5191}","{""main_baseline_neutral"": 0.03}",0.008,,0.5733,1.0,0.5733,300,0.9286,0.8571,1,13,0,9,1,4,0,support_report_2,negative_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,2,165,11,0.8667,0.8591,0.7181,0.8041,0.8667,0.575,1.0,1.0,0.575,0.45,0.125,0.125,0.8562,0.9485,0.4655,0.4914,0.5464,0.055,,0.7303,0.4914,0.4925,0.0011,40,103,0,67,40,36,0.58,1.0,0.5579,0.472,0.5475,0.8801,0.53,0.4933,15,285,232,"{""main_baseline_neutral"": 0.58}","{""main_baseline_neutral"": 68}","{""main_baseline_neutral"": 0.5475}","{""main_baseline_neutral"": 0.1033}",0.0155,,0.5917,1.0,0.5983,300,1.0,1.0,0,14,0,9,5,0,0,support_report_2,negative_leaning,high_consensus,11
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,3,225,15,0.5156,0.7394,0.1656,1.3841,0.5156,0.4917,0.2,0.2,0.4917,0.435,0.0567,0.0567,0.5074,0.6622,0.4358,0.4895,0.5151,0.0256,,0.5943,0.4895,0.4892,-0.0003,43,99,0,58,43,41,0.495,0.2,0.5105,0.4668,0.5163,0.648,0.5094,0.4909,15,285,226,"{""main_baseline_neutral"": 0.495}","{""main_baseline_neutral"": 74}","{""main_baseline_neutral"": 0.5163}","{""main_baseline_neutral"": 0.0667}",0.0008,,0.5533,0.9655,0.5533,300,0.8333,-0.6667,10,2,0,5,3,4,0,support_report_1,positive_leaning,max_timestep,15
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,4,225,15,0.6089,0.7925,0.4467,0.8487,0.6089,0.4833,0.9333,0.9333,0.4833,0.4633,0.02,0.02,0.6219,0.6438,0.4317,0.4902,0.5202,0.03,,0.6185,0.4902,0.4886,-0.0016,32,104,0,61,32,43,0.5233,0.9333,0.5018,0.4846,0.5218,0.8412,0.5049,0.49,15,285,227,"{""main_baseline_neutral"": 0.5233}","{""main_baseline_neutral"": 73}","{""main_baseline_neutral"": 0.5218}","{""main_baseline_neutral"": 0.0667}",-0.0316,,0.5333,0.8929,0.55,300,0.9231,0.8462,1,12,0,11,1,1,0,support_report_2,negative_leaning,max_timestep,15
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,5,75,5,0.16,0.8583,-0.6359,1.1739,0.16,0.3883,0.0,0.0,0.3883,0.4483,-0.06,-0.06,0.1507,0.1635,0.4355,0.4911,0.4811,-0.01,,0.4343,0.4911,0.4909,-0.0002,41,87,0,45,41,42,0.4217,0.0,0.4439,0.4798,0.4806,0.4219,0.4837,0.4904,15,285,248,"{""main_baseline_neutral"": 0.4217}","{""main_baseline_neutral"": 52}","{""main_baseline_neutral"": 0.4806}","{""main_baseline_neutral"": 0.0}",-0.0128,,0.44,0.1111,0.4733,300,1.0,-1.0,14,0,0,7,1,6,0,support_report_1,positive_leaning,high_consensus,5
