experiment_family,scenario_name,condition_name,persona_name,chat_atmosphere,cell_persona_design,n_cells,mean_nsb,mean_gcr,mean_ssa,mean_final_nsb,mean_terminal_all_agents_nsb,mean_delta_all_agents_nsb,mean_terminal_active_nsb,mean_terminal_inactive_agents_nsb,mean_inactive_shift,mean_entry_all_agents_nsb,mean_delta_terminal_minus_entry,mean_active_agents_terminal_nsb,mean_public_thread_negative_share,mean_terminal_all_agents_latent_neg_mean,mean_terminal_active_agents_latent_neg_mean,mean_terminal_inactive_agents_latent_neg_mean,mean_delta_all_agents_latent_neg_mean,mean_delta_inactive_agents_latent_neg_mean,mean_terminal_panel_all_last_choice_nsb,mean_terminal_panel_active_last_choice_nsb,mean_terminal_panel_inactive_last_choice_nsb,mean_terminal_panel_never_active_last_choice_nsb,mean_terminal_panel_all_latent_neg_mean,mean_terminal_panel_active_latent_neg_mean,mean_terminal_panel_inactive_latent_neg_mean,mean_terminal_panel_never_active_latent_neg_mean,mean_terminal_nsb_by_persona,mean_active_count_by_persona,mean_prototype_latent_by_persona,mean_prototype_negative_ratio_by_persona,mean_final_gcr,mean_final_ssa,mean_final_timestep,stop_reason_counts
main,influenza_a,high_interaction,main_baseline_neutral,none,single_persona,30,0.6585,0.8209,0.362,0.5094,0.5094,0.065,0.7578,0.4563,0.0119,0.4444,0.065,0.7578,0.6612,0.514,0.593,0.4932,0.0238,0.003,0.4932,0.7578,0.4792,0.4377,0.5142,0.6437,0.5074,0.4933,"{""main_baseline_neutral"": 0.4932}","{""main_baseline_neutral"": 64.1333}","{""main_baseline_neutral"": 0.5142}","{""main_baseline_neutral"": 0.0519}",0.9114,0.5427,8.87,high_consensus:21; max_timestep:9
main,mycoplasma_pneumonia,high_interaction,main_baseline_neutral,none,single_persona,30,0.8581,0.8859,0.7379,0.6878,0.6878,0.2452,0.9667,0.6294,0.1867,0.4427,0.2452,0.9667,0.8549,0.552,0.6765,0.5222,0.0621,0.0323,0.6792,0.9667,0.664,0.6191,0.5519,0.7294,0.5426,0.5221,"{""main_baseline_neutral"": 0.6792}","{""main_baseline_neutral"": 58.4}","{""main_baseline_neutral"": 0.5519}","{""main_baseline_neutral"": 0.0891}",0.9692,0.9333,6.3,high_consensus:28; max_timestep:2
