experiment_family,scenario_name,condition_name,persona_name,cell_persona_design,chat_atmosphere,repeat_index,n_events,final_timestep,mean_nsb,mean_gcr,mean_ssa,mean_scm,mean_public_nsb_active,final_nsb,terminal_active_nsb,active_agents_terminal_nsb,terminal_all_agents_nsb,entry_all_agents_nsb,delta_all_agents_nsb,delta_terminal_minus_entry,public_thread_negative_share,terminal_active_agents_nsb,terminal_inactive_agents_nsb,entry_all_agents_latent_neg_mean,terminal_all_agents_latent_neg_mean,delta_all_agents_latent_neg_mean,entry_active_agents_latent_neg_mean,terminal_active_agents_latent_neg_mean,entry_inactive_agents_latent_neg_mean,terminal_inactive_agents_latent_neg_mean,delta_inactive_agents_latent_neg_mean,entry_all_agents_attitude_n,terminal_all_agents_attitude_n,entry_active_agents_attitude_n,terminal_active_agents_attitude_n,entry_inactive_agents_attitude_n,terminal_inactive_agents_attitude_n,terminal_panel_all_last_choice_nsb,terminal_panel_active_last_choice_nsb,terminal_panel_inactive_last_choice_nsb,terminal_panel_never_active_last_choice_nsb,terminal_panel_all_latent_neg_mean,terminal_panel_active_latent_neg_mean,terminal_panel_inactive_latent_neg_mean,terminal_panel_never_active_latent_neg_mean,terminal_panel_active_n,terminal_panel_inactive_n,terminal_panel_never_active_n,terminal_nsb_by_persona,active_count_by_persona,prototype_mean_latent_by_persona,prototype_negative_ratio_by_persona,inactive_shift,active_shift,terminal_all_agents_cb,terminal_all_agents_sb,terminal_all_agents_eb_probe,probe_n_agents,final_gcr,final_ssa,terminal_support_report_1_count,terminal_support_report_2_count,terminal_neutral_count,terminal_reply_count,terminal_post_count,terminal_like_count,terminal_repost_count,terminal_group_tendency,terminal_community_atmosphere,stop_reason,stop_timestep
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,1,150,10,0.74,0.8155,0.5497,1.1412,0.74,0.6083,1.0,1.0,0.6083,0.4383,0.17,0.17,0.7655,0.8615,0.5383,0.4901,0.5424,0.0523,,0.6689,0.4901,0.5075,0.0174,51,93,0,55,51,38,0.5917,1.0,0.5702,0.517,0.5443,0.7765,0.5321,0.51,15,285,235,"{""main_baseline_neutral"": 0.5917}","{""main_baseline_neutral"": 65}","{""main_baseline_neutral"": 0.5443}","{""main_baseline_neutral"": 0.0733}",0.1,,0.5867,1.0,0.5717,300,1.0,1.0,0,15,0,8,7,0,0,support_report_2,negative_leaning,high_consensus,10
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,2,75,5,0.8933,0.9106,0.8212,1.4444,0.8933,0.705,1.0,1.0,0.705,0.45,0.255,0.255,0.8857,0.9912,0.6379,0.4914,0.5522,0.0608,,0.6721,0.4914,0.524,0.0326,40,123,0,56,40,67,0.6883,1.0,0.6719,0.6193,0.5533,0.6959,0.5458,0.5244,15,285,243,"{""main_baseline_neutral"": 0.6883}","{""main_baseline_neutral"": 57}","{""main_baseline_neutral"": 0.5533}","{""main_baseline_neutral"": 0.07}",0.1879,,0.6317,1.0,0.5917,300,1.0,1.0,0,13,0,3,4,6,0,support_report_2,negative_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,3,225,15,0.4578,0.6659,0.0309,0.8758,0.4578,0.2633,0.4667,0.4667,0.2633,0.435,-0.1717,-0.1717,0.4643,0.3889,0.2237,0.4895,0.4695,-0.02,,0.511,0.4895,0.4563,-0.0332,43,194,0,68,43,126,0.2583,0.4667,0.2474,0.2259,0.4706,0.5769,0.465,0.4578,15,285,228,"{""main_baseline_neutral"": 0.2583}","{""main_baseline_neutral"": 72}","{""main_baseline_neutral"": 0.4706}","{""main_baseline_neutral"": 0.04}",-0.2113,,0.3783,0.5926,0.505,300,0.5333,-0.0667,8,7,0,11,2,2,0,support_report_1,positive_leaning,max_timestep,15
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,4,75,5,0.8933,0.8768,0.7269,1.25,0.8933,0.69,1.0,1.0,0.69,0.4633,0.2267,0.2267,0.8873,0.9818,0.6245,0.4902,0.5472,0.057,,0.672,0.4902,0.5192,0.029,32,116,0,55,32,61,0.6517,1.0,0.6333,0.5755,0.5487,0.7109,0.5402,0.5201,15,285,245,"{""main_baseline_neutral"": 0.6517}","{""main_baseline_neutral"": 55}","{""main_baseline_neutral"": 0.5487}","{""main_baseline_neutral"": 0.07}",0.1612,,0.6133,1.0,0.5883,300,1.0,1.0,0,14,0,7,2,5,0,support_report_2,negative_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,5,225,15,0.4356,0.719,-0.1294,1.2617,0.4356,0.1717,0.3333,0.3333,0.1717,0.4483,-0.2766,-0.2766,0.4158,0.3816,0.1004,0.4911,0.445,-0.0461,,0.4747,0.4911,0.435,-0.0561,41,247,0,68,41,179,0.1367,0.3333,0.1263,0.0603,0.4446,0.4991,0.4417,0.4343,15,285,224,"{""main_baseline_neutral"": 0.1367}","{""main_baseline_neutral"": 76}","{""main_baseline_neutral"": 0.4446}","{""main_baseline_neutral"": 0.0367}",-0.3479,,0.2483,0.3636,0.425,300,0.7143,-0.4286,10,4,0,7,3,4,0,support_report_1,positive_leaning,max_timestep,15
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,6,105,7,0.781,0.8047,0.5903,1.3721,0.781,0.6917,0.9333,0.9333,0.6917,0.4367,0.255,0.255,0.8085,0.9597,0.6218,0.4887,0.5583,0.0696,,0.682,0.4887,0.5261,0.0374,44,115,0,57,44,58,0.6917,0.9333,0.6789,0.6239,0.5582,0.7219,0.5495,0.5259,15,285,238,"{""main_baseline_neutral"": 0.6917}","{""main_baseline_neutral"": 62}","{""main_baseline_neutral"": 0.5582}","{""main_baseline_neutral"": 0.0733}",0.1851,,0.6183,1.0,0.5917,300,0.9231,0.8462,1,12,0,5,5,3,0,support_report_2,negative_leaning,high_consensus,7
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,7,75,5,0.1333,0.8722,-0.6904,1.3158,0.1333,0.27,0.0,0.0,0.27,0.4467,-0.1767,-0.1767,0.1449,0.1071,0.3074,0.4888,0.4556,-0.0332,,0.4148,0.4888,0.4649,-0.0239,38,146,0,52,38,94,0.2467,0.0,0.2596,0.2828,0.4543,0.383,0.458,0.4639,15,285,244,"{""main_baseline_neutral"": 0.2467}","{""main_baseline_neutral"": 56}","{""main_baseline_neutral"": 0.4543}","{""main_baseline_neutral"": 0.0}",-0.1393,,0.3633,0.0588,0.4617,300,1.0,-1.0,12,0,0,6,5,1,0,support_report_1,positive_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,8,90,6,0.7,0.7949,0.4986,1.3214,0.7,0.56,0.7333,0.7333,0.56,0.435,0.125,0.125,0.7179,0.8468,0.4853,0.4894,0.5196,0.0302,,0.6038,0.4894,0.4977,0.0083,49,84,0,55,49,29,0.5633,0.7333,0.5544,0.4979,0.52,0.6329,0.5141,0.4977,15,285,238,"{""main_baseline_neutral"": 0.5633}","{""main_baseline_neutral"": 62}","{""main_baseline_neutral"": 0.52}","{""main_baseline_neutral"": 0.0367}",0.0503,,0.575,1.0,0.555,300,1.0,1.0,0,11,0,5,2,4,0,support_report_2,negative_leaning,high_consensus,6
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,9,225,15,0.8044,0.8244,0.6351,1.0738,0.8044,0.9067,0.9333,0.9333,0.9067,0.455,0.4517,0.4517,0.805,0.9671,0.8862,0.4929,0.6104,0.1175,,0.7557,0.4929,0.5611,0.0682,39,244,0,71,39,173,0.9217,0.9333,0.9211,0.9107,0.6101,0.8873,0.5955,0.5599,15,285,224,"{""main_baseline_neutral"": 0.9217}","{""main_baseline_neutral"": 76}","{""main_baseline_neutral"": 0.6101}","{""main_baseline_neutral"": 0.1833}",0.4312,,0.8117,1.0,0.645,300,0.9286,0.8571,1,13,0,7,4,3,0,support_report_2,negative_leaning,max_timestep,15
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,10,225,15,0.6533,0.7995,0.4732,1.2353,0.6533,0.5433,0.9333,0.9333,0.5433,0.44,0.1033,0.1033,0.6814,0.7014,0.4934,0.4914,0.5331,0.0417,,0.6417,0.4914,0.4988,0.0074,42,88,0,53,42,35,0.545,0.9333,0.5246,0.4934,0.5331,0.8608,0.5159,0.499,15,285,228,"{""main_baseline_neutral"": 0.545}","{""main_baseline_neutral"": 72}","{""main_baseline_neutral"": 0.5331}","{""main_baseline_neutral"": 0.0767}",0.0534,,0.56,1.0,0.56,300,1.0,1.0,0,14,0,3,6,5,0,support_report_2,negative_leaning,max_timestep,15
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,11,75,5,0.9067,0.9135,0.827,1.4,0.9067,0.6783,1.0,1.0,0.6783,0.445,0.2333,0.2333,0.9,0.975,0.6042,0.4921,0.5474,0.0553,,0.6647,0.4921,0.5181,0.026,39,111,0,59,39,52,0.6433,1.0,0.6246,0.5604,0.5489,0.6916,0.5414,0.5198,15,285,240,"{""main_baseline_neutral"": 0.6433}","{""main_baseline_neutral"": 60}","{""main_baseline_neutral"": 0.5489}","{""main_baseline_neutral"": 0.0467}",0.1592,,0.6117,1.0,0.5967,300,1.0,1.0,0,14,0,8,5,1,0,support_report_2,negative_leaning,high_consensus,5
