experiment_family,scenario_name,condition_name,persona_name,cell_persona_design,chat_atmosphere,repeat_index,n_events,final_timestep,mean_nsb,mean_gcr,mean_ssa,mean_scm,mean_public_nsb_active,final_nsb,terminal_active_nsb,active_agents_terminal_nsb,terminal_all_agents_nsb,entry_all_agents_nsb,delta_all_agents_nsb,delta_terminal_minus_entry,public_thread_negative_share,terminal_active_agents_nsb,terminal_inactive_agents_nsb,entry_all_agents_latent_neg_mean,terminal_all_agents_latent_neg_mean,delta_all_agents_latent_neg_mean,entry_active_agents_latent_neg_mean,terminal_active_agents_latent_neg_mean,entry_inactive_agents_latent_neg_mean,terminal_inactive_agents_latent_neg_mean,delta_inactive_agents_latent_neg_mean,entry_all_agents_attitude_n,terminal_all_agents_attitude_n,entry_active_agents_attitude_n,terminal_active_agents_attitude_n,entry_inactive_agents_attitude_n,terminal_inactive_agents_attitude_n,terminal_panel_all_last_choice_nsb,terminal_panel_active_last_choice_nsb,terminal_panel_inactive_last_choice_nsb,terminal_panel_never_active_last_choice_nsb,terminal_panel_all_latent_neg_mean,terminal_panel_active_latent_neg_mean,terminal_panel_inactive_latent_neg_mean,terminal_panel_never_active_latent_neg_mean,terminal_panel_active_n,terminal_panel_inactive_n,terminal_panel_never_active_n,terminal_nsb_by_persona,active_count_by_persona,prototype_mean_latent_by_persona,prototype_negative_ratio_by_persona,inactive_shift,active_shift,terminal_all_agents_cb,terminal_all_agents_sb,terminal_all_agents_eb_probe,probe_n_agents,final_gcr,final_ssa,terminal_support_report_1_count,terminal_support_report_2_count,terminal_neutral_count,terminal_reply_count,terminal_post_count,terminal_like_count,terminal_repost_count,terminal_group_tendency,terminal_community_atmosphere,stop_reason,stop_timestep
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,1,360,15,0.3222,0.7347,-0.3056,0.7752,0.3222,0.265,0.2917,0.2917,0.265,0.4383,-0.1733,-0.1733,0.3084,0.2647,0.2652,0.4901,0.4479,-0.0422,,0.4275,0.4901,0.4584,-0.0317,51,189,0,96,51,93,0.26,0.2917,0.2572,0.2677,0.4496,0.3918,0.4547,0.4616,24,276,198,"{""main_baseline_neutral"": 0.26}","{""main_baseline_neutral"": 102}","{""main_baseline_neutral"": 0.4496}","{""main_baseline_neutral"": 0.04}",-0.1731,,0.345,0.3061,0.4433,300,0.7273,-0.4545,16,6,0,12,4,6,0,support_report_1,positive_leaning,max_timestep,15
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,2,168,7,0.875,0.9074,0.8149,0.9425,0.875,0.6817,1.0,1.0,0.6817,0.45,0.2317,0.2317,0.8805,0.9691,0.5753,0.4914,0.5749,0.0835,,0.7363,0.4914,0.5152,0.0238,40,117,0,78,40,39,0.6533,1.0,0.6232,0.5365,0.576,0.7998,0.5566,0.5154,24,276,219,"{""main_baseline_neutral"": 0.6533}","{""main_baseline_neutral"": 81}","{""main_baseline_neutral"": 0.576}","{""main_baseline_neutral"": 0.16}",0.1253,,0.65,1.0,0.6283,300,1.0,1.0,0,23,0,13,4,6,0,support_report_2,negative_leaning,high_consensus,7
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,3,360,15,0.6083,0.7171,0.3365,0.8915,0.6083,0.535,0.7083,0.7083,0.535,0.435,0.1,0.1,0.6111,0.6618,0.4697,0.4895,0.5405,0.051,,0.6246,0.4895,0.4972,0.0077,43,105,0,81,43,24,0.535,0.7083,0.5199,0.4798,0.5418,0.7524,0.5235,0.4986,24,276,198,"{""main_baseline_neutral"": 0.535}","{""main_baseline_neutral"": 102}","{""main_baseline_neutral"": 0.5418}","{""main_baseline_neutral"": 0.0967}",0.0347,,0.5667,0.8333,0.5683,300,0.7,0.4,6,14,1,15,4,2,0,support_report_2,negative_leaning,max_timestep,15
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,4,312,13,0.7308,0.8137,0.5279,1.1215,0.7308,0.6083,0.9583,0.9583,0.6083,0.4633,0.145,0.145,0.7349,0.8622,0.4851,0.4902,0.5605,0.0703,,0.6872,0.4902,0.4991,0.0089,32,117,0,87,32,30,0.6233,0.9583,0.5942,0.505,0.5622,0.8539,0.5369,0.4999,24,276,202,"{""main_baseline_neutral"": 0.6233}","{""main_baseline_neutral"": 98}","{""main_baseline_neutral"": 0.5622}","{""main_baseline_neutral"": 0.1333}",0.0218,,0.63,1.0,0.605,300,0.9583,0.9167,1,23,0,15,8,1,0,support_report_2,negative_leaning,high_consensus,13
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,5,120,5,0.875,0.8698,0.7229,0.9556,0.875,0.6467,0.9583,0.9583,0.6467,0.4483,0.1984,0.1984,0.8772,0.96,0.5422,0.4911,0.551,0.0599,,0.6869,0.4911,0.5057,0.0146,41,112,0,75,41,37,0.6167,0.9583,0.587,0.5022,0.5505,0.7316,0.5348,0.5051,24,276,225,"{""main_baseline_neutral"": 0.6167}","{""main_baseline_neutral"": 75}","{""main_baseline_neutral"": 0.5505}","{""main_baseline_neutral"": 0.1233}",0.0939,,0.6167,1.0,0.6167,300,0.9583,0.9167,1,23,0,18,3,3,0,support_report_2,negative_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,6,120,5,0.8,0.7953,0.5462,1.2667,0.8,0.615,0.9583,0.9583,0.615,0.4367,0.1783,0.1783,0.7928,0.96,0.5,0.4887,0.5399,0.0512,,0.6557,0.4887,0.5013,0.0126,44,85,0,71,44,14,0.615,0.9583,0.5851,0.5,0.5398,0.6991,0.5259,0.5005,24,276,225,"{""main_baseline_neutral"": 0.615}","{""main_baseline_neutral"": 75}","{""main_baseline_neutral"": 0.5398}","{""main_baseline_neutral"": 0.0833}",0.0633,,0.6167,1.0,0.605,300,0.9565,0.913,1,22,0,13,5,5,0,support_report_2,negative_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,7,192,8,0.875,0.8867,0.763,0.9074,0.875,0.685,1.0,1.0,0.685,0.4467,0.2383,0.2383,0.8671,0.9762,0.5718,0.4888,0.5813,0.0925,,0.754,0.4888,0.5141,0.0253,38,117,0,80,38,37,0.6567,1.0,0.6268,0.5324,0.5801,0.8491,0.5567,0.5136,24,276,216,"{""main_baseline_neutral"": 0.6567}","{""main_baseline_neutral"": 84}","{""main_baseline_neutral"": 0.5801}","{""main_baseline_neutral"": 0.1633}",0.1251,,0.6467,1.0,0.6333,300,1.0,1.0,0,22,0,11,3,8,0,support_report_2,negative_leaning,high_consensus,8
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,8,216,9,0.8194,0.8123,0.6153,0.9845,0.8194,0.6883,0.9167,0.9167,0.6883,0.435,0.2533,0.2533,0.8186,0.9598,0.5775,0.4894,0.5801,0.0907,,0.7383,0.4894,0.5154,0.026,49,117,0,80,49,37,0.66,0.9167,0.6377,0.5469,0.5805,0.8226,0.5594,0.5148,24,276,213,"{""main_baseline_neutral"": 0.66}","{""main_baseline_neutral"": 87}","{""main_baseline_neutral"": 0.5805}","{""main_baseline_neutral"": 0.1567}",0.1425,,0.65,1.0,0.6317,300,0.913,0.8261,2,21,0,12,8,3,0,support_report_2,negative_leaning,high_consensus,9
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,9,120,5,0.875,0.8759,0.7519,1.3333,0.875,0.6533,0.9583,0.9583,0.6533,0.455,0.1983,0.1983,0.8649,0.98,0.5444,0.4929,0.5544,0.0615,,0.6924,0.4929,0.5084,0.0155,39,104,0,74,39,30,0.625,0.9583,0.596,0.5133,0.5536,0.7423,0.5371,0.5076,24,276,225,"{""main_baseline_neutral"": 0.625}","{""main_baseline_neutral"": 75}","{""main_baseline_neutral"": 0.5536}","{""main_baseline_neutral"": 0.11}",0.0894,,0.625,1.0,0.62,300,0.9524,0.9048,1,20,0,14,1,6,0,support_report_2,negative_leaning,high_consensus,5
main,influenza_a,high_interaction,main_baseline_neutral,single_persona,none,10,240,10,0.8042,0.8142,0.6004,0.92,0.8042,0.6683,0.9583,0.9583,0.6683,0.44,0.2283,0.2283,0.808,0.9278,0.5571,0.4914,0.5807,0.0893,,0.7411,0.4914,0.512,0.0206,42,107,0,77,42,30,0.6567,0.9583,0.6304,0.5429,0.5806,0.8385,0.5581,0.5135,24,276,210,"{""main_baseline_neutral"": 0.6567}","{""main_baseline_neutral"": 90}","{""main_baseline_neutral"": 0.5806}","{""main_baseline_neutral"": 0.1567}",0.1171,,0.6383,1.0,0.6233,300,0.9545,0.9091,1,21,0,10,5,7,0,support_report_2,negative_leaning,high_consensus,10
